article_id,title,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,url,page_url
141272482,SYDNEY-LONDON IN 60 HOURS TIPPED,643,Dungog Chronicle : Durham and Gloucester Advertiser (NSW : 1894 - 1954),2,1943-11-19,Article,131,N,1,http://nla.gov.au/nla.news-article141272482,http://trove.nla.gov.au/newspaper/page/16359472
95921484,"SYDNEY LEADS LONDON PROCLAMATION HOURS EARLIER SYDNEY, Wednesday.",347,"Recorder (Port Pirie, SA : 1919 - 1954)",1,1936-01-23,Article,163,N,0,http://nla.gov.au/nla.news-article95921484,http://trove.nla.gov.au/newspaper/page/9198783
192891380,"SYDNEY-LONDON 56 HOURS British Aviation Official's Forecast SYDNEY, Monday.",985,The Armidale Express and New England General Advertiser (NSW : 1856 - 1861; 1863 - 1889; 1891 - 1954),1,1944-03-20,Article,152,N,0,http://nla.gov.au/nla.news-article192891380,http://trove.nla.gov.au/newspaper/page/22121201
193030728,"IN 48 HOURS! London to Sydney. Sydney, Wednesday.",985,The Armidale Express and New England General Advertiser (NSW : 1856 - 1861; 1863 - 1889; 1891 - 1954),1,1933-10-25,Article,52,N,0,http://nla.gov.au/nla.news-article193030728,http://trove.nla.gov.au/newspaper/page/22124283
42331179,"LONDON-SYDNEY. IN FIFTY HOURS. LONDON, February 7.",61,Cairns Post (Qld. : 1909 - 1954),1,1942-02-09,Article,78,N,0,http://nla.gov.au/nla.news-article42331179,http://trove.nla.gov.au/newspaper/page/3142340
92680758,LONDON-SYDNEY IN 24 HOURS LONDON (A.A.P.).,68,"Examiner (Launceston, Tas. : 1900 - 1954)",5,1946-02-13,Article,186,N,0,http://nla.gov.au/nla.news-article92680758,http://trove.nla.gov.au/newspaper/page/8564454
17992745,Sydney To London In 29 Hours Forecast,35,The Sydney Morning Herald (NSW : 1842 - 1954),1,1946-05-03,Article,140,N,0,http://nla.gov.au/nla.news-article17992745,http://trove.nla.gov.au/newspaper/page/999202
39008740,LONDON-SYDNEY IN 218 HOURS Faster Air Service,12,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",1,1939-04-13,Article,76,N,0,http://nla.gov.au/nla.news-article39008740,http://trove.nla.gov.au/newspaper/page/1987453
63378246,Sydney to London 40 Hours by Air,97,Townsville Daily Bulletin (Qld. : 1907 - 1954),5,1951-08-15,Article,38,N,0,http://nla.gov.au/nla.news-article63378246,http://trove.nla.gov.au/newspaper/page/5609612
68921320,LONDON-SYDNEY IN 70 HOURS Projected Plane Service,46,"Advocate (Burnie, Tas. : 1890 - 1954)",5,1945-04-18,Article,221,N,0,http://nla.gov.au/nla.news-article68921320,http://trove.nla.gov.au/newspaper/page/5809782
56295183,SYDNEY TO LONDON IN 60 HOURS,77,"Morning Bulletin (Rockhampton, Qld. : 1878 - 1954)",3,1943-11-23,Article,272,N,2,http://nla.gov.au/nla.news-article56295183,http://trove.nla.gov.au/newspaper/page/5449300
26498390,Sydney—London in 36 Hours By 1952,10,"The Mercury (Hobart, Tas. : 1860 - 1954)",5,1949-03-15,Article,128,N,0,http://nla.gov.au/nla.news-article26498390,http://trove.nla.gov.au/newspaper/page/1894808
56392058,SYDNEY TO LONDON IN 65 HOURS,77,"Morning Bulletin (Rockhampton, Qld. : 1878 - 1954)",1,1945-10-26,Article,297,N,0,http://nla.gov.au/nla.news-article56392058,http://trove.nla.gov.au/newspaper/page/5457169
69176821,LONDON TO SYDNEY IN 36 HOURS,46,"Advocate (Burnie, Tas. : 1890 - 1954)",1,1948-08-05,Article,111,N,0,http://nla.gov.au/nla.news-article69176821,http://trove.nla.gov.au/newspaper/page/5817721
96563814,LONDON-SYDNEY IN 40 HOURS BY COMET JET,81,"Northern Star (Lismore, NSW : 1876 - 1954)",5,1951-08-15,Article,92,N,0,http://nla.gov.au/nla.news-article96563814,http://trove.nla.gov.au/newspaper/page/10180091
97879077,"Sydney Fought For Three Hours LONDON, July 20.",375,"Sunday Mail (Brisbane, Qld. : 1926 - 1954)",1,1940-07-21,Article,456,N,0,http://nla.gov.au/nla.news-article97879077,http://trove.nla.gov.au/newspaper/page/10219395
98202262,SYDNEY TO LONDON IN 29 HOURS FORECAST,374,"Western Star and Roma Advertiser (Toowoomba, Qld. : 1875 - 1948)",5,1946-05-10,Article,130,N,0,http://nla.gov.au/nla.news-article98202262,http://trove.nla.gov.au/newspaper/page/10351546
98207002,AIR SPEED PREDICTION London-Sydney 24 Hours Flying,374,"Western Star and Roma Advertiser (Toowoomba, Qld. : 1875 - 1948)",4,1947-08-15,Article,183,N,0,http://nla.gov.au/nla.news-article98207002,http://trove.nla.gov.au/newspaper/page/10352017
99593526,THE COMET JET AIRLINER London-Sydney In 45 Hours,430,Narromine News and Trangie Advocate (NSW : 1898 - 1955),5,1950-02-10,Article,505,N,0,http://nla.gov.au/nla.news-article99593526,http://trove.nla.gov.au/newspaper/page/10696787
47837032,LONDON TO SYDNEY IN UNDER 40 HOURS,30,"The West Australian (Perth, WA : 1879 - 1954)",1,1950-03-23,Article,53,Y,3,http://nla.gov.au/nla.news-article47837032,http://trove.nla.gov.au/newspaper/page/3858292
101253831,SYDNEY-LONDON AIR SERVICE TO TAKE 36 HOURS,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953,1,1950-07-04,Article,71,N,0,http://nla.gov.au/nla.news-article101253831,http://trove.nla.gov.au/newspaper/page/10971687
101435478,SYDNEY TO LONDON IN 29 HOURS FORECAST,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953,4,1946-05-07,Article,262,N,0,http://nla.gov.au/nla.news-article101435478,http://trove.nla.gov.au/newspaper/page/10969894
118227235,London to Sydney In 40 Hours!,378,"Queensland Times (Ipswich, Qld. : 1909 - 1954)",2 S,1951-08-15,Article,100,N,0,http://nla.gov.au/nla.news-article118227235,http://trove.nla.gov.au/newspaper/page/9926376
122984160,Sydney To London In 36 Hours,451,"The Farmer and Settler (Sydney, NSW : 1906 - 1955)",9,1948-11-12,Article,421,N,0,http://nla.gov.au/nla.news-article122984160,http://trove.nla.gov.au/newspaper/page/13796162
130337026,TIPS LONDON TO SYDNEY IN 40 HOURS,461,"News (Adelaide, SA : 1923 - 1954)",16,1950-04-26,Article,76,N,0,http://nla.gov.au/nla.news-article130337026,http://trove.nla.gov.au/newspaper/page/11138969
132073075,LONDON-SYDNEY IN 45 HOURS BY JET AIRLINER,188,The Dubbo Liberal and Macquarie Advocate (NSW : 1894 - 1954),3,1950-02-07,Article,469,N,0,http://nla.gov.au/nla.news-article132073075,http://trove.nla.gov.au/newspaper/page/14993606
136969770,London to Sydney 'in two hours',11,The Canberra Times (ACT : 1926 - 1995),7,1973-04-10,Article,401,Y,0,http://nla.gov.au/nla.news-article136969770,http://trove.nla.gov.au/newspaper/page/15956656
144976286,BY AIR SYDNEY TO LONDON IN 70 HOURS,687,"Daily Advertiser (Wagga Wagga, NSW : 1911 - 1954)",6,1945-04-17,Article,119,N,0,http://nla.gov.au/nla.news-article144976286,http://trove.nla.gov.au/newspaper/page/15782857
145347776,Sydney-London Air Service to Take 36 Hours,687,"Daily Advertiser (Wagga Wagga, NSW : 1911 - 1954)",1,1950-06-30,Article,105,N,0,http://nla.gov.au/nla.news-article145347776,http://trove.nla.gov.au/newspaper/page/15905573
149107338,LONDON TO SYDNEY IN FORTY HOURS,732,Maryborough Chronicle (Qld. : 1947 - 1954),3,1951-08-15,Article,110,N,0,http://nla.gov.au/nla.news-article149107338,http://trove.nla.gov.au/newspaper/page/17915578
101548885,SYDNEY TO LONDON IN 60 HOURS,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953,3,1943-11-30,Article,145,N,1,http://nla.gov.au/nla.news-article101548885,http://trove.nla.gov.au/newspaper/page/10968915
151772232,LONDON TO SYDNEY IN 63 HOURS,731,"Maryborough Chronicle, Wide Bay and Burnett Advertiser (Qld. : 1860 - 1947)",3,1945-07-16,Article,60,N,0,http://nla.gov.au/nla.news-article151772232,http://trove.nla.gov.au/newspaper/page/18219699
151776667,SYDNEY TO LONDON IN 45 HOURS,731,"Maryborough Chronicle, Wide Bay and Burnett Advertiser (Qld. : 1860 - 1947)",3,1945-10-26,Article,117,N,0,http://nla.gov.au/nla.news-article151776667,http://trove.nla.gov.au/newspaper/page/18220256
143479270,SYDNEY-LONDON AIR SERVICE TO TAKE 36 HOURS,639,Cootamundra Herald (NSW : 1877 - 1954),2,1950-07-06,Article,115,N,0,http://nla.gov.au/nla.news-article143479270,http://trove.nla.gov.au/newspaper/page/16060427
158236648,STOP PRESS LONDON-SYDNEY IN 56½ HOURS,651,The Newcastle Sun (NSW : 1918 - 1954),12,1949-04-13,Article,103,N,0,http://nla.gov.au/nla.news-article158236648,http://trove.nla.gov.au/newspaper/page/16691765
160680437,LONDON-SYDNEY AIR SERVICE JOURNEY COVERED IN 58 HOURS,650,"National Advocate (Bathurst, NSW : 1889 - 1954)",1,1945-04-18,Article,78,N,0,http://nla.gov.au/nla.news-article160680437,http://trove.nla.gov.au/newspaper/page/17130281
160691240,IN 50 HOURS Sydney to London by Air,650,"National Advocate (Bathurst, NSW : 1889 - 1954)",4,1945-04-17,Article,69,N,0,http://nla.gov.au/nla.news-article160691240,http://trove.nla.gov.au/newspaper/page/17130280
161188812,"SPEEDY AIRMAIL SERVICE London-Sydney, 49 Hours' Flying Time",650,"National Advocate (Bathurst, NSW : 1889 - 1954)",1,1945-05-02,Article,49,N,0,http://nla.gov.au/nla.news-article161188812,http://trove.nla.gov.au/newspaper/page/17130331
161391189,LONDON-SYDNEY IN 40 HOURS Jet Service,650,"National Advocate (Bathurst, NSW : 1889 - 1954)",4,1951-08-15,Article,92,N,0,http://nla.gov.au/nla.news-article161391189,http://trove.nla.gov.au/newspaper/page/17136217
172172893,SYDNEY TO LONDON IN FOUR HOURS.,877,"The Manning River Times and Advocate for the Northern Coast Districts of New South Wales (Taree, NSW : 1898 - 1954)",1,1944-02-02,Article,462,N,0,http://nla.gov.au/nla.news-article172172893,http://trove.nla.gov.au/newspaper/page/20543080
174799267,SYDNEY TO LONDON IN FOUR HOURS,884,The Uralla Times (NSW : 1923 - 1954),2,1944-02-17,Article,80,N,0,http://nla.gov.au/nla.news-article174799267,http://trove.nla.gov.au/newspaper/page/20610609
174407829,SYDNEY TO LONDON IN TEN HOURS,884,The Uralla Times (NSW : 1923 - 1954),5,1936-07-02,Article,615,N,0,http://nla.gov.au/nla.news-article174407829,http://trove.nla.gov.au/newspaper/page/20605476
184674629,"MELROSE ARRIVED 92 Hours from London SYDNEY, Friday.",904,The Inverell Times (NSW : 1899 - 1954),1,1935-11-29,Article,53,N,0,http://nla.gov.au/nla.news-article184674629,http://trove.nla.gov.au/newspaper/page/21108353
184650486,SYDNEY TO LONDON IN 29 HOURS FORECAST,903,Glen Innes Examiner (NSW : 1908 - 1954),4,1946-05-04,Article,135,N,0,http://nla.gov.au/nla.news-article184650486,http://trove.nla.gov.au/newspaper/page/20979398
189769775,London to Sydney in 150 Hours.,983,The Armidale Chronicle (NSW : 1894 - 1929),7,1918-10-05,Article,117,N,0,http://nla.gov.au/nla.news-article189769775,http://trove.nla.gov.au/newspaper/page/21721309
194921254,Sydney To London IN 66 Hours,1005,"Daily Examiner (Grafton, NSW : 1915 - 1954)",1,1946-01-14,Article,122,N,0,http://nla.gov.au/nla.news-article194921254,http://trove.nla.gov.au/newspaper/page/21767263
187182147,London to Sydney in 36 Hours,892,Warwick Daily News (Qld. : 1919 -1954),4,1949-11-17,Article,104,N,0,http://nla.gov.au/nla.news-article187182147,http://trove.nla.gov.au/newspaper/page/21064065
187210094,Flew London-Sydney Trip in 53½ Hours,892,Warwick Daily News (Qld. : 1919 -1954),1,1953-06-06,Article,95,N,0,http://nla.gov.au/nla.news-article187210094,http://trove.nla.gov.au/newspaper/page/21063437
205652582,London to Sydney in 64 Hours.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",6,1945-12-22,Article,148,N,0,http://nla.gov.au/nla.news-article205652582,http://trove.nla.gov.au/newspaper/page/19532462
211896510,SYDNEY TO LONDON IN 36 HOURS,1108,"Bruce Rock-Corrigin Post, Narembeen-Kondinin Guardian (WA : 1948 - 1954)",12,1949-01-06,Article,137,N,0,http://nla.gov.au/nla.news-article211896510,http://trove.nla.gov.au/newspaper/page/23127384
214471668,London to Sydney. MAILS IN 150 HOURS.,1159,Warialda Standard and Northern Districts' Advertiser (NSW : 1900 - 1954),2,1918-10-07,Article,134,N,0,http://nla.gov.au/nla.news-article214471668,http://trove.nla.gov.au/newspaper/page/23730496
218046769,LONDON TO SYDNEY IN 36 HOURS,1174,Coolgardie Miner (WA : 1935 - 1954),4,1949-12-08,Article,135,N,0,http://nla.gov.au/nla.news-article218046769,http://trove.nla.gov.au/newspaper/page/24376788
231834485,Sydney To London in Four Hours Envisaged,1180,"The Sun (Sydney, NSW : 1910 - 1954)",5 S,1944-01-12,Article,445,N,0,http://nla.gov.au/nla.news-article231834485,http://trove.nla.gov.au/newspaper/page/24826262
148065326,FROM LONDON TO SYDNEY IN 36 HOURS.,732,Maryborough Chronicle (Qld. : 1947 - 1954),1,1949-11-17,Article,100,N,2,http://nla.gov.au/nla.news-article148065326,http://trove.nla.gov.au/newspaper/page/17951190
234911354,SYDNEY TO LONDON IN 4 HOURS,1221,The Kyogle Examiner (NSW : 1912; 1914 - 1915; 1917 - 1954),3,1944-01-25,Article,444,N,0,http://nla.gov.au/nla.news-article234911354,http://trove.nla.gov.au/newspaper/page/25362448
233997302,Aerial Mail. LONDON TO SYDNEY--150 HOURS.,1219,Casino and Kyogle Courier and North Coast Advertiser (NSW : 1904 - 1932),2,1918-09-28,Article,493,N,0,http://nla.gov.au/nla.news-article233997302,http://trove.nla.gov.au/newspaper/page/25278691
248005221,LONDON-SYDNEY IN 49 HOURS' FLYING TIME,1347,"The Daily Telegraph (Sydney, NSW : 1931 - 1954)",9,1945-05-02,Article,262,Y,0,http://nla.gov.au/nla.news-article248005221,http://trove.nla.gov.au/newspaper/page/27306563
248923174,London To Sydney In 56½ Hours,1190,"The Herald (Melbourne, Vic. : 1861 - 1954)",2,1949-04-13,Article,75,N,0,http://nla.gov.au/nla.news-article248923174,http://trove.nla.gov.au/newspaper/page/26791171
250664472,LONDON TO SYDNEY IN 49 HOURS,1377,Guinea Gold (Papua New Guinea : 1942 - 1945),4 S,1945-06-05,Article,75,N,0,http://nla.gov.au/nla.news-article250664472,http://trove.nla.gov.au/newspaper/page/27796826
65028504,"FLYING KNIGHT AS PROPHET. SYDNEY TO LONDON, 64 HOURS. SYDNEY, February 19.",89,"The Register (Adelaide, SA : 1901 - 1929)",7,1920-02-20,Article,234,N,0,http://nla.gov.au/nla.news-article65028504,http://trove.nla.gov.au/newspaper/page/4554654
74653729,"GIANT PLANE TAKES OFF Sydney To London In 94 Hours SYDNEY, December 1.",44,"The Advertiser (Adelaide, SA : 1931 - 1954)",3,1947-12-02,Article,312,N,0,http://nla.gov.au/nla.news-article74653729,http://trove.nla.gov.au/newspaper/page/7315729
185811982,"London to Sydney TRIP IN 48 HOURS Immediate Possibility SYDNEY, Wednesday.",904,The Inverell Times (NSW : 1899 - 1954),1,1933-10-25,Article,57,N,0,http://nla.gov.au/nla.news-article185811982,http://trove.nla.gov.au/newspaper/page/20967218
193687340,"JET AIRLINES BY 1952 Test Pilots Confident London-Sydney In 36 Hours SYDNEY, Monday.",985,The Armidale Express and New England General Advertiser (NSW : 1856 - 1861; 1863 - 1889; 1891 - 1954),2,1949-03-14,Article,122,N,0,http://nla.gov.au/nla.news-article193687340,http://trove.nla.gov.au/newspaper/page/22237196
35777624,"London To Sydney In 36 Hours Australian Associated Press LONDON, Nov 16.",44,"The Advertiser (Adelaide, SA : 1931 - 1954)",1,1949-11-17,Article,97,N,0,http://nla.gov.au/nla.news-article35777624,http://trove.nla.gov.au/newspaper/page/2616598
107790528,"LONDON-SYDNEY IN 70 HOURS. New Air Service Opens. LONDON, Thursday.",469,The Muswellbrook Chronicle (NSW : 1898 - 1955),2,1945-06-01,Article,44,N,0,http://nla.gov.au/nla.news-article107790528,http://trove.nla.gov.au/newspaper/page/11579771
132072896,LONDON TO SYDNEY IN 40 HOURS BY JET AIRLINER LONDON. Tuesday.,188,The Dubbo Liberal and Macquarie Advocate (NSW : 1894 - 1954),1,1950-03-22,Article,148,N,0,http://nla.gov.au/nla.news-article132072896,http://trove.nla.gov.au/newspaper/page/14993776
132061455,"IN 24 HOURS! From London to Australia NEW AVIATION MARVELS LONDON, Saturday. SYDNEY to London in 24 hours!",505,"Sunday Times (Sydney, NSW : 1895 - 1930)",2,1930-04-27,Article,184,N,0,http://nla.gov.au/nla.news-article132061455,http://trove.nla.gov.au/newspaper/page/13270728
105029982,LATE TELEGRAMS. LONDON TO SYDNEY. Mails in 150 Hours. Proposition From Sydney. SYDNEY. Wednesday.,432,"Daily Observer (Tamworth, NSW : 1917 - 1920)",2,1918-10-03,Article,131,N,0,http://nla.gov.au/nla.news-article105029982,http://trove.nla.gov.au/newspaper/page/10782801
2679763,"FUTURE AIR LINERS TO FLY TO SYDNEY IN 29 HOURS LONDON, Thursday.",11,The Canberra Times (ACT : 1926 - 1995),1,1946-05-03,Article,125,N,0,http://nla.gov.au/nla.news-article2679763,http://trove.nla.gov.au/newspaper/page/687518
47683617,JET FLIGHT PLANNED London To Sydney In 36 Hours,30,"The West Australian (Perth, WA : 1879 - 1954)",2,1949-11-17,Article,175,N,0,http://nla.gov.au/nla.news-article47683617,http://trove.nla.gov.au/newspaper/page/3852019
49547976,Sydney to London In 56 Hours Likely After War,53,"Barrier Miner (Broken Hill, NSW : 1888 - 1954)",1,1944-03-20,Article,160,N,0,http://nla.gov.au/nla.news-article49547976,http://trove.nla.gov.au/newspaper/page/3762527
50565075,CONSTELLATION SET CORONATION RECORD LONDON TO SYDNEY IN 53 HOURS 28 MINUTES,12,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",1,1953-06-06,Article,809,Y,0,http://nla.gov.au/nla.news-article50565075,http://trove.nla.gov.au/newspaper/page/2039458
56442480,London To Sydney In 29 Hours By 'Flying Wing',77,"Morning Bulletin (Rockhampton, Qld. : 1878 - 1954)",1,1946-05-03,Article,180,N,0,http://nla.gov.au/nla.news-article56442480,http://trove.nla.gov.au/newspaper/page/5458692
71418176,LONDON TO SYDNEY IN 40 HOURS SAYS QANTAS CHIEF,191,"Worker (Brisbane, Qld. : 1890 - 1955)",9,1949-10-10,Article,221,N,0,http://nla.gov.au/nla.news-article71418176,http://trove.nla.gov.au/newspaper/page/6775639
1102795,SYDNEY TO LONDON IN 60 HOURS New Civil Air Service,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",3,1945-01-22,Article,773,N,0,http://nla.gov.au/nla.news-article1102795,http://trove.nla.gov.au/newspaper/page/28792
17871688,POST-WAR AIR TRANSPORT Sydney to London in 60 Hours,35,The Sydney Morning Herald (NSW : 1842 - 1954),8,1943-11-17,Article,273,N,1,http://nla.gov.au/nla.news-article17871688,http://trove.nla.gov.au/newspaper/page/1088907
91494189,London to Sydney in 50 Hours by Stratosphere,68,"Examiner (Launceston, Tas. : 1900 - 1954)",5 S,1942-02-09,Article,675,N,0,http://nla.gov.au/nla.news-article91494189,http://trove.nla.gov.au/newspaper/page/8139255
91750796,SYDNEY-LONDON IN 72 HOURS Post-War Plans of Qantas Airways,46,"Advocate (Burnie, Tas. : 1890 - 1954)",5 S,1944-09-19,Article,212,N,0,http://nla.gov.au/nla.news-article91750796,http://trove.nla.gov.au/newspaper/page/7458620
95522584,London to Sydney IN SIXTY-THREE HOURS SPEEDING UP AIR SERVICE,342,Kalgoorlie Miner (WA : 1895 - 1950),1,1945-07-18,Article,125,N,0,http://nla.gov.au/nla.news-article95522584,http://trove.nla.gov.au/newspaper/page/9043828
95511841,London to Sydney IN LESS THAN 70 HOURS NEW AIR SERVICE,342,Kalgoorlie Miner (WA : 1895 - 1950),5,1945-06-02,Article,154,N,0,http://nla.gov.au/nla.news-article95511841,http://trove.nla.gov.au/newspaper/page/9043636
95652797,London to Sydney in Thirty-six Hours HOPES FOR JET COMET,342,Kalgoorlie Miner (WA : 1895 - 1950),5,1949-11-17,Article,177,N,0,http://nla.gov.au/nla.news-article95652797,http://trove.nla.gov.au/newspaper/page/9057341
95861839,"GERMAN VIEW. Sydney-Emden Fight. ""LASTED TEN HOURS."" (United Service). LONDON, Saturday.",347,"Recorder (Port Pirie, SA : 1919 - 1954)",4,1930-03-24,Article,165,N,0,http://nla.gov.au/nla.news-article95861839,http://trove.nla.gov.au/newspaper/page/9194304
96175881,SYDNEY TO LONDON IN 61 HOURS Pirie Airman Tells Of Long Flight,347,"Recorder (Port Pirie, SA : 1919 - 1954)",2,1945-10-15,Article,441,N,0,http://nla.gov.au/nla.news-article96175881,http://trove.nla.gov.au/newspaper/page/9170237
96195295,"58 HOURS FROM LONDON FIRST AIR EXPRESS MAIL ARRIVES 70-Hour Overall Service Planned SYDNEY, Tuesday.",347,"Recorder (Port Pirie, SA : 1919 - 1954)",4,1945-04-18,Article,141,N,0,http://nla.gov.au/nla.news-article96195295,http://trove.nla.gov.au/newspaper/page/9172560
98079746,LONDON TO SYDNEY IN 218 HOURS FASTER AIR SERVICE,374,"Western Star and Roma Advertiser (Toowoomba, Qld. : 1875 - 1948)",2,1939-04-15,Article,98,N,0,http://nla.gov.au/nla.news-article98079746,http://trove.nla.gov.au/newspaper/page/10147820
105766076,News In Brief Sydney—London Flight In 24 Hours,11,The Canberra Times (ACT : 1926 - 1995),3,1964-06-16,Article,287,N,0,http://nla.gov.au/nla.news-article105766076,http://trove.nla.gov.au/newspaper/page/11473721
42647055,TEST FLIGHT OF D.H. COMET LONDON-SYDNEY IN 36 HOURS.,61,Cairns Post (Qld. : 1909 - 1954),10,1949-11-18,Article,99,N,1,http://nla.gov.au/nla.news-article42647055,http://trove.nla.gov.au/newspaper/page/3078376
