article_id,title,transport,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,url,page_url,days
109714448,"SYDNEY TO LONDON BY AIR EST FIVE DAYS. LONDON, Friday.",,445,"The Border Morning Mail and Riverina Times (Albury, NSW : 1903 - 1920)",2,1918-06-15,Article,131,N,0,https://nla.gov.au/nla.news-article109714448,http://trove.nla.gov.au/newspaper/page/12137018,5
109799547,"BARQUE'S TROUBLOUS VOYAGE 138 DAYS OUT FROM LONDON. SYDNEY, Tuesday.",,445,"The Border Morning Mail and Riverina Times (Albury, NSW : 1903 - 1920)",5,1910-06-01,Article,102,N,0,https://nla.gov.au/nla.news-article109799547,http://trove.nla.gov.au/newspaper/page/11988484,138
109806597,LONDON TO SYDNEY IN 27 DAYS.,,445,"The Border Morning Mail and Riverina Times (Albury, NSW : 1903 - 1920)",4,1910-05-27,Article,124,N,0,https://nla.gov.au/nla.news-article109806597,http://trove.nla.gov.au/newspaper/page/11988465,27
11000731,EIGHT DAYS TO LONDON AIM FOR AIRMAIL SERVICE EXTENSION TO SYDNEY BY MIDDLE OF 1935,,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",11,1934-12-13,Article,721,N,0,https://nla.gov.au/nla.news-article11000731,http://trove.nla.gov.au/newspaper/page/565267,8
110058203,"MAIL ROUTE THROUGH AMERICA. MAILS TO LONDON IN 25 DAYS. SYDNEY, Saturday.",,445,"The Border Morning Mail and Riverina Times (Albury, NSW : 1903 - 1920)",2,1915-04-12,Article,127,N,0,https://nla.gov.au/nla.news-article110058203,http://trove.nla.gov.au/newspaper/page/12133423,25
111123621,AIR SERVICE TO LONDON. TWELVE DAYS FROM SYDNEY.,,378,"Queensland Times (Ipswich, Qld. : 1909 - 1954)",6 S,1922-09-20,Article,599,N,0,https://nla.gov.au/nla.news-article111123621,http://trove.nla.gov.au/newspaper/page/9740096,12
112075199,"The Barque Marian Woodside. AN EVENTFUL VOYAGE. FROM LONDON TO AUSTRALIA. TERRIFIC WEATHER EXPERIENCED. 25 DAYS IN THE BAY OF BISCAY. Sydney, May 31.",,378,"Queensland Times (Ipswich, Qld. : 1909 - 1954)",5 S,1910-06-01,Article,290,N,0,https://nla.gov.au/nla.news-article112075199,http://trove.nla.gov.au/newspaper/page/9745965,25
1122395,"ENGLISH CRICKET TOUR MANAGER. Appointment of Mr. Harold Bushby. BOARD OF CONTROL'S IMPORTANT DECISIONS. Mr. Harold Bushby, Tasmanian representative on the Board of Control, yesterday was appointed manager of the Australian cricket eleven, which will leave Fremantle on March 26 for London. Allowances to the manager, treasurer, and players will be the same as those for the 1930 tour. The Board of Control agreed that the Test matches should be limited to four days, the fifth to be played outright if the fate of the ""ashes"" depends upon the result.  SYDNEY, September 22.",n,12,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",9,1933-09-23,Article,784,N,0,https://nla.gov.au/nla.news-article1122395,http://trove.nla.gov.au/newspaper/page/25520,4
1130712,"— Germany's Dramatic Action Forces a World Crisis. — MAIL IN TEN DAYS. London to Sydney. BASIS FOR NEW SERVICE. Sir Charles Kingsford Smith, who will tender for the Australia-Singapore air mail contract, considers that the service between Sydney and London can be operated on a basis of 10 days. SYDNEY, October 15.",,12,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",11,1933-10-16,Article,473,N,1,https://nla.gov.au/nla.news-article1130712,http://trove.nla.gov.au/newspaper/page/25962,10
113609755,"BY AIR. LONDON TO SYDNEY. Mails in Ten Days. AERIAL SERVICES. LONDON, June 7th.",,468,Young Witness (NSW : 1915 - 1923),1 S,1921-06-09,Article,248,N,0,https://nla.gov.au/nla.news-article113609755,http://trove.nla.gov.au/newspaper/page/12157640,10
113859537,"LONDON IN 26 DAYS. Sydney, Friday.",,421,The Forbes Advocate (NSW : 1911 - 1954),4,1913-04-18,Article,40,N,0,https://nla.gov.au/nla.news-article113859537,http://trove.nla.gov.au/newspaper/page/11204487,26
113962208,"ARRIVAL OF THE ENGLISH MAIL. PRICE OF WOOL DECLINED 2D.—NAVY TENDERS FOR AUSTRALIAN PRESERVED MEATS.—LONDON TO MANARO IN 26 DAYS. LATEST SPECIAL TELEGRAM. (Through Greville and Co., Telegrammists.) SYDNEY, Wednesday Evening.",n,510,"The Manaro Mercury, and Cooma and Bombala Advertiser (NSW : 1862 - 1931)",5,1869-04-16,Article,173,N,0,https://nla.gov.au/nla.news-article113962208,http://trove.nla.gov.au/newspaper/page/12463087,26
114386396,"FLY BY NIGHT LONDON TO SYDNEY FIVE-DAY TRIP POLAR FLIGHT LESSON LONDON, Sunday Evening.",,508,"Evening News (Sydney, NSW : 1869 - 1931)",1,1926-06-07,Article,184,Y,0,https://nla.gov.au/nla.news-article114386396,http://trove.nla.gov.au/newspaper/page/12348857,5
114738370,"OPENING OF REGULAR TELEGRAPHIC COMMUNICATION WITH ENGLAND Sydney to London in Four to Five Days First Day, TO-MORROW, Tuesday 25th June.",,508,"Evening News (Sydney, NSW : 1869 - 1931)",2,1872-06-24,Article,249,N,0,https://nla.gov.au/nla.news-article114738370,http://trove.nla.gov.au/newspaper/page/11600736,9
115137058,MAILS BY AEROPLANE. LONDON TO SYDNEY IN TWELVE DAYS.  MR. HUGHES SEEKS AERIAL SERVICE.  (United Service.) LONDON. March 17.,,311,"The Riverine Herald (Echuca, Vic. : Moama, NSW : 1869 - 1954; 1998 - 2000)",2,1919-03-24,Article,168,N,0,https://nla.gov.au/nla.news-article115137058,http://trove.nla.gov.au/newspaper/page/12296222,12
115603740,"London-Sydney in 5 Days. BRISBANE, July 31.",,378,"Queensland Times (Ipswich, Qld. : 1909 - 1954)",7 S,1938-08-01,Article,87,N,0,https://nla.gov.au/nla.news-article115603740,http://trove.nla.gov.au/newspaper/page/9919606,5
115617351,"THREE-DAYS LONDON-SYDNEY SERVICE. Imperial Airways Plans. LONDON, July 17.",,378,"Queensland Times (Ipswich, Qld. : 1909 - 1954)",7 S,1938-07-19,Article,71,N,0,https://nla.gov.au/nla.news-article115617351,http://trove.nla.gov.au/newspaper/page/9919468,3
115937007,AIR LINERS London to Sydney TEN DAYS' TRIP,,451,"The Farmer and Settler (Sydney, NSW : 1906 - 1955)",3,1924-11-07,Article,136,N,0,https://nla.gov.au/nla.news-article115937007,http://trove.nla.gov.au/newspaper/page/11745794,10
116590731,AN AMBITIOUS PLAN To London In Five Days SYDNEY. Tuesday,,311,"The Riverine Herald (Echuca, Vic. : Moama, NSW : 1869 - 1954; 1998 - 2000)",1,1932-11-02,Article,90,N,0,https://nla.gov.au/nla.news-article116590731,http://trove.nla.gov.au/newspaper/page/12845461,5
117012578,"SEVEN DAYS LESS. BRISBANE TO LONDON. SYDNEY, June 29.",,378,"Queensland Times (Ipswich, Qld. : 1909 - 1954)",8 S,1927-06-21,Article,49,N,0,https://nla.gov.au/nla.news-article117012578,http://trove.nla.gov.au/newspaper/page/9938947,7
117290809,GIANT AIRSHIP TWO YEARS BUILDING 11 DAYS TO SYDNEY LONDON Sunday.,,508,"Evening News (Sydney, NSW : 1869 - 1931)",7,1926-03-01,Article,166,N,0,https://nla.gov.au/nla.news-article117290809,http://trove.nla.gov.au/newspaper/page/12325434,2
117499380,WINGS OF THE WIND Kingsford Smith's Flight from London to Sydney in Thirteen Days A REAL WIZARD OF THE AIR,,451,"The Farmer and Settler (Sydney, NSW : 1906 - 1955)",9,1930-10-25,Article,1509,N,0,https://nla.gov.au/nla.news-article117499380,http://trove.nla.gov.au/newspaper/page/11758967,13
117512166,AIR MAILS New Service will Save Four Days Between Sydney and London,,451,"The Farmer and Settler (Sydney, NSW : 1906 - 1955)",3,1929-12-14,Article,173,N,0,https://nla.gov.au/nla.news-article117512166,http://trove.nla.gov.au/newspaper/page/11758209,4
117735040,"THE SOUTHERN CROSS ON LAST BIG HOP[?]TO LONDON MAY BEAT RECORD ""TWO DAYS AHEAD OF SCHEDULE"" SYDNEY GETS RADIOS",,508,"Evening News (Sydney, NSW : 1869 - 1931)",9,1929-07-10,Article,489,Y,0,https://nla.gov.au/nla.news-article117735040,http://trove.nla.gov.au/newspaper/page/12469762,2
117830816,LONDON TO SYDNEY IN FIVE DAYS. WHAT MAY BE ACCOMPLISHED BY AEROPLANE. A COMMERCIAL PROPOSITION.,,423,"Leader (Orange, NSW : 1899 - 1945)",4,1917-08-27,Article,883,N,0,https://nla.gov.au/nla.news-article117830816,http://trove.nla.gov.au/newspaper/page/13052687,5
118497802,"ULM SETS OFF. LONDON IN FIVE DAYS? Probable World Flight. SYDNEY, June 21.",,378,"Queensland Times (Ipswich, Qld. : 1909 - 1954)",7 S,1933-06-22,Article,255,N,0,https://nla.gov.au/nla.news-article118497802,http://trove.nla.gov.au/newspaper/page/10272650,5
118636425,"IN EIGHT DAYS. LONDON TO SYDNEY. COBHAM SAYS IT IS POSSIBLE. SYDNEY, August 12.",,378,"Queensland Times (Ipswich, Qld. : 1909 - 1954)",5 S,1926-08-13,Article,227,N,0,https://nla.gov.au/nla.news-article118636425,http://trove.nla.gov.au/newspaper/page/10301067,8
118755767,London to Sydney in Thirteen Days,,508,"Evening News (Sydney, NSW : 1869 - 1931)",10,1930-10-22,Article,52,Y,0,https://nla.gov.au/nla.news-article118755767,http://trove.nla.gov.au/newspaper/page/12319097,13
118770701,TO LONDON IN 8 DAYS Hinkler's Hope for Light Planes SYDNEY MAN'S TRIP,,508,"Evening News (Sydney, NSW : 1869 - 1931)",3,1930-09-29,Article,150,N,0,https://nla.gov.au/nla.news-article118770701,http://trove.nla.gov.au/newspaper/page/12318876,8
119212264,"ALL RED ROUTE LONDON TO SYDNEY IN 5½ DAYS LONDON, Tuesday Night.",,508,"Evening News (Sydney, NSW : 1869 - 1931)",1,1924-05-07,Article,60,N,0,https://nla.gov.au/nla.news-article119212264,http://trove.nla.gov.au/newspaper/page/12601682,5.5
119235868,LONDON TO SYDNEY IN FIVE DAYS.,,485,The Braidwood Review and District Advocate (NSW : 1915 - 1954),5,1918-06-18,Article,115,N,0,https://nla.gov.au/nla.news-article119235868,http://trove.nla.gov.au/newspaper/page/13279946,5
119699645,"AERIAL POST POSSIBLE HOW...5 DAYS SYDNEY TO LONDON. (Published in the London ""Times."")",,558,Geelong Advertiser (Vic. : 1859 - 1929),4,1918-06-14,Article,114,N,0,https://nla.gov.au/nla.news-article119699645,http://trove.nla.gov.au/newspaper/page/13463820,5
119977980,TEN DAYS LONDON-SYDNEY BIG AIR SCHEME Sir K. Smith Back,,508,"Evening News (Sydney, NSW : 1869 - 1931)",6,1924-08-23,Article,400,N,0,https://nla.gov.au/nla.news-article119977980,http://trove.nla.gov.au/newspaper/page/12602817,10
120434265,"AERIAL MAIL SERVICE. GREAT THINGS EXPECTED. LONDON TO SYDNEY IN FOUR DAYS. (United.) London, Monday.",,378,"Queensland Times (Ipswich, Qld. : 1909 - 1954)",6 S,1919-01-09,Article,126,N,0,https://nla.gov.au/nla.news-article120434265,http://trove.nla.gov.au/newspaper/page/10317016,4
120670660,SYDNEY TO LONDON IN TWENTY DAYS To achieve a great object. Oil Engines in Liners to bring Australia ten days nearer to the hub,,505,"Sunday Times (Sydney, NSW : 1895 - 1930)",15,1912-11-03,Article,1203,Y,0,https://nla.gov.au/nla.news-article120670660,http://trove.nla.gov.au/newspaper/page/13213847,10
120787421,"SYDNEY TO LONDON IN 20 DAYS. How the Ideal may be Achieved. LINKING UP EUROPEAN, ASIATIC AND AUSTRALIAN RAILWAYS. SHORTENING THE MAIL ROUTE TO LONDON.",,505,"Sunday Times (Sydney, NSW : 1895 - 1930)",5,1911-02-19,Article,339,Y,0,https://nla.gov.au/nla.news-article120787421,http://trove.nla.gov.au/newspaper/page/13269787,20
121234828,AERIAL MAILS SYDNEY TO LONDON IN TWELVE DAYS.,,482,The Bathurst Times (NSW : 1909 - 1925),4,1918-09-30,Article,474,N,0,https://nla.gov.au/nla.news-article121234828,http://trove.nla.gov.au/newspaper/page/12142962,12
12234063,"SPEEDING UP AIRMAILS SEVEN DAYS TO SYDNEY Sir Frederic Williamson Hopeful LONDON, April 29.",,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",7,1935-05-01,Article,143,N,0,https://nla.gov.au/nla.news-article12234063,http://trove.nla.gov.au/newspaper/page/566964,7
122648613,"AIR POST SERVICES. LONDON TO SYDNEY IN FIVE DAYS. LONDON, Wednesday.",,492,The Maitland Daily Mercury (NSW : 1894 - 1939),6,1918-06-14,Article,112,N,0,https://nla.gov.au/nla.news-article122648613,http://trove.nla.gov.au/newspaper/page/12450269,5
122847798,POPULAR AIRSHIP TRAVEL. LONDON TO SYDNEY IN FIVE DAYS.,,492,The Maitland Daily Mercury (NSW : 1894 - 1939),5,1917-07-31,Article,316,N,0,https://nla.gov.au/nla.news-article122847798,http://trove.nla.gov.au/newspaper/page/12453200,5
123127619,AERIAL MAILS Sydney to London in Twelve Days,,505,"Sunday Times (Sydney, NSW : 1895 - 1930)",5,1918-09-29,Article,475,N,0,https://nla.gov.au/nla.news-article123127619,http://trove.nla.gov.au/newspaper/page/13275527,12
123178777,"SYDNEY SWIMMER'S SUCCESS. THREE VICTORIES IN A DAY. LONDON, June 4.",n,492,The Maitland Daily Mercury (NSW : 1894 - 1939),5,1914-06-05,Article,52,N,0,https://nla.gov.au/nla.news-article123178777,http://trove.nla.gov.au/newspaper/page/12439752,3
123814867,"SYDNEY TO LONDON IN TWENTY DAYS. WILL SOON BE FIVE ROUTES TO CHOOSE FROM. A MARINE ENGINEER'S OPINION. ""AS SURE AS THE SUN SHINES.""",,505,"Sunday Times (Sydney, NSW : 1895 - 1930)",5,1910-07-24,Article,679,N,0,https://nla.gov.au/nla.news-article123814867,http://trove.nla.gov.au/newspaper/page/13278309,20
123816925,"SYDNEY TO LONDON IN TWENTY DAYS. THREE ROUTES OPEN. A MATTER OF MONEY ONLY. ""YOU WILL NOT PAY FOR IT.""",,505,"Sunday Times (Sydney, NSW : 1895 - 1930)",7,1910-07-10,Article,1016,N,0,https://nla.gov.au/nla.news-article123816925,http://trove.nla.gov.au/newspaper/page/13278263,20
123818465,SYDNEY TO LONDON IN TWENTY DAYS. AUSTRALIA NEEDS A FASTER SERVICE. EXPRESS STEAMERS OF 25 KNOTS. HOW THE SEA JOURNEY COULD DE REDUCED.,,505,"Sunday Times (Sydney, NSW : 1895 - 1930)",7,1910-06-26,Article,1116,N,0,https://nla.gov.au/nla.news-article123818465,http://trove.nla.gov.au/newspaper/page/13278215,20
12394675,"LONDON TO SYDNEY BY AIR. A FOUR DAYS' TRIP. LONDON, January 6.",,10,"The Mercury (Hobart, Tas. : 1860 - 1954)",5,1919-01-08,Article,70,N,0,https://nla.gov.au/nla.news-article12394675,http://trove.nla.gov.au/newspaper/page/893207,4
124163012,AIR SERVICE EGYPT TO AUSTRALIA. SYDNEY-LONDON FIVE DAYS. LONDON. Jan 28.,,492,The Maitland Daily Mercury (NSW : 1894 - 1939),8,1926-01-30,Article,222,N,0,https://nla.gov.au/nla.news-article124163012,http://trove.nla.gov.au/newspaper/page/13115405,5
124165067,"AIR VOYAGES LONDON TO SYDNEY. Eleven Days' Trip. LONDON, Feb. 28.",,492,The Maitland Daily Mercury (NSW : 1894 - 1939),5,1926-03-02,Article,314,N,0,https://nla.gov.au/nla.news-article124165067,http://trove.nla.gov.au/newspaper/page/13115605,11
124342890,LONDON TO SYDNEY IN FIVE DAYS,,506,The Sydney Stock and Station Journal (NSW : 1896 - 1924),4,1919-03-11,Article,202,N,0,https://nla.gov.au/nla.news-article124342890,http://trove.nla.gov.au/newspaper/page/13554813,5
125042422,LONDON TO SYDNEY IN TWENTY-NINE DAYS.,,377,"Queensland Times, Ipswich Herald and General Advertiser (Qld. : 1861 - 1908)",4,1897-10-05,Article,120,N,0,https://nla.gov.au/nla.news-article125042422,http://trove.nla.gov.au/newspaper/page/10147345,29
125467098,"Fast New Air Service Planed 1DUTCH LINES U.S.A. Will Use Stratosphere SEVEN DAYS TO LONDON SYDNEY, Friday.",,492,The Maitland Daily Mercury (NSW : 1894 - 1939),7,1937-04-30,Article,459,N,0,https://nla.gov.au/nla.news-article125467098,http://trove.nla.gov.au/newspaper/page/13525383,7
125702204,"3-DAY SERVICE London to Sydney DUTCH AMBITION LONDON, July 15.",,492,The Maitland Daily Mercury (NSW : 1894 - 1939),1,1938-07-16,Article,146,N,0,https://nla.gov.au/nla.news-article125702204,http://trove.nla.gov.au/newspaper/page/13406431,3
126115289,"SYDNEY TO LONDON IN 3½ DAYS! Sydney, Thursday.",,501,The Richmond River Herald and Northern Districts Advertiser (NSW : 1886 - 1942),5,1938-10-07,Article,57,N,0,https://nla.gov.au/nla.news-article126115289,http://trove.nla.gov.au/newspaper/page/13652813,3.5
126381005,"IN THREE DAYS London-Sydney Flight LATEST l PLANES MELBOURNE, Wednesday.",,492,The Maitland Daily Mercury (NSW : 1894 - 1939),4,1939-04-26,Article,259,N,0,https://nla.gov.au/nla.news-article126381005,http://trove.nla.gov.au/newspaper/page/13391773,3
12674186,"SUCCESS OF A SYDNEY JOCKEY FOUR WINNERS IN A DAY. LONDON, September 11.",n,10,"The Mercury (Hobart, Tas. : 1860 - 1954)",5,1908-09-14,Article,261,N,0,https://nla.gov.au/nla.news-article12674186,http://trove.nla.gov.au/newspaper/page/869734,4
127109902,"AIR POST SERVICES. LONDON TO SYDNEY IN FIVE DAYS. LONDON, Wednesday.",,493,The Maitland Weekly Mercury (NSW : 1894 - 1931),9,1918-06-22,Article,110,N,0,https://nla.gov.au/nla.news-article127109902,http://trove.nla.gov.au/newspaper/page/13722514,5
127386229,SEVEN-DAY PAPERS. WILL THE LONDON EXPERIENCE BE REPEATED IN SYDNEY.,,505,"Sunday Times (Sydney, NSW : 1895 - 1930)",6,1899-10-08,Article,332,N,0,https://nla.gov.au/nla.news-article127386229,http://trove.nla.gov.au/newspaper/page/13495215,7
127640723,SYDNEY TO LONDON IN SEVEN DAYS BY AERIAL EXPRESS. (Australian Sportsman.),,487,"The Gundagai Times and Tumut, Adelong and Murrumbidgee District Advertiser (NSW : 1868 - 1931)",4,1881-02-04,Article,1039,N,0,https://nla.gov.au/nla.news-article127640723,http://trove.nla.gov.au/newspaper/page/12779581,7
128146385,SYDNEY TO LONDON IN TEN DAYS.,,505,"Sunday Times (Sydney, NSW : 1895 - 1930)",7,1924-10-26,Article,247,Y,0,https://nla.gov.au/nla.news-article128146385,http://trove.nla.gov.au/newspaper/page/13784760,10
128210625,"SYDNEY TO LONDON BY AIRSHIP. WEEKLY SERVICE; TWELVE DAYS ON VOYAGE What This Will Mean in the Development of Australia BY SIR KEITH SMITH, K.B.E",,505,"Sunday Times (Sydney, NSW : 1895 - 1930)",1,1922-09-24,Article,1320,N,0,https://nla.gov.au/nla.news-article128210625,http://trove.nla.gov.au/newspaper/page/13786267,12
129029598,"LONG VOYAGE Sydney to Ireland in 135 Days WHEAT BARQUE ARRIVES LONDON, May 1.",,461,"News (Adelaide, SA : 1923 - 1954)",15 S,1928-05-02,Article,109,N,0,https://nla.gov.au/nla.news-article129029598,http://trove.nla.gov.au/newspaper/page/11069176,135
129045936,"SPEEDIER MAILS 23 Days London to Sydney Possible PLANE TO MEET LINER OFF QUEBEC (""News"" Special Representative) LONDON, May 17.",,461,"News (Adelaide, SA : 1923 - 1954)",7 S,1931-05-18,Article,219,N,0,https://nla.gov.au/nla.news-article129045936,http://trove.nla.gov.au/newspaper/page/11061100,23
12972027,"The Sydney Morning Herald. TUESDAY, JULY 24, 1855. EUROPEAN NEWS.  BY the City of Sydney (s.), which arrived this morning, at 4.30, we have received Melbourne papers containing English extracts to 21st April, being one day later, which we hasten to place before our readers. London, Friday Evening. SIEGE OF SEBASTOPOL.",n,35,The Sydney Morning Herald (NSW : 1842 - 1954),4,1855-07-24,Article,966,N,0,https://nla.gov.au/nla.news-article12972027,http://trove.nla.gov.au/newspaper/page/1502006,1
129770951,"""WHAT A BORE!"" Six-day Tests in England SYDNEY SMITH BOMB (SPECIAL TO ""THE NEWS"") LONDON, June 16.",n,461,"News (Adelaide, SA : 1923 - 1954)",9 S,1926-06-17,Article,345,N,0,https://nla.gov.au/nla.news-article129770951,http://trove.nla.gov.au/newspaper/page/11086567,6
13035420,"[The following was published in a slip yesterday afternoon, at 3 p.m.] EIGHT DAYS' LATER FROM EUROPE. [BY THE RED SEA AND INDIA TELEGRAPH.] Sydney Morning Herald Office. Monday, January 9th, 3 p.m. [FROM OUR MELBOURNE CORRESPONDENT.] London, November 26th.",n,35,The Sydney Morning Herald (NSW : 1842 - 1954),5,1860-01-10,Article,760,N,0,https://nla.gov.au/nla.news-article13035420,http://trove.nla.gov.au/newspaper/page/1489018,8
132025473,"Jean Batten Plans to Reach Sydney Tomorrow STILL INTENDS TO REACH NEW ZEALAND IN NINE DAYS Civil Aviation Board to Ascertain Maximum Load for Plane MUST COMPLY WITH REGULATIONS SYDNEY, Monday. Jean Batten, who left Darwin today on her record-breaking solo flight from England, expects to reach Sydney from Charleville, where she will stay tonight, about 10 a.m. tomorrow. It is still her intention to reach New Zealand in nine days from London, but Civil Aviation Department regulations may prevent her flying the Tasman Eea. It was proposed that the Civil Aviation Board should meet in Melbourne today to discuss the question of allowing Miss Batten to take off for New Zealand; But as no direct action can be taken to prevent the flight if her lane complies with regulations it was decided that a was not necessary.",n,461,"News (Adelaide, SA : 1923 - 1954)",1,1936-10-12,Article,924,Y,0,https://nla.gov.au/nla.news-article132025473,http://trove.nla.gov.au/newspaper/page/11353122,9
132029514,"BI-WEEKLY AIR SERVICE FROM LONDON TO SYDNEY Federal Government is Prepared To Participate in Scheme ONLY SEVEN DAYS FOR JOURNEY CANBERRA, Wednesday.",,461,"News (Adelaide, SA : 1923 - 1954)",1,1936-09-16,Article,482,N,0,https://nla.gov.au/nla.news-article132029514,http://trove.nla.gov.au/newspaper/page/11352815,7
132222885,"EIGHT DAYS LATER FROM EUROPE. Sydney Morning Herald office Monday January 9th 3p. m. London, November 26th.",,669,"Illawarra Mercury (Wollongong, NSW : 1856 - 1950)",4,1860-01-13,Article,190,N,0,https://nla.gov.au/nla.news-article132222885,http://trove.nla.gov.au/newspaper/page/15012404,8
132340469,"CABLE FROM LONDON. Received Fourteen Days' Notice. Sydney, Tuesday.",n,188,The Dubbo Liberal and Macquarie Advocate (NSW : 1894 - 1954),4,1928-05-22,Article,53,N,0,https://nla.gov.au/nla.news-article132340469,http://trove.nla.gov.au/newspaper/page/15000285,14
133142764,"NEW AIR LINK Sydney to Saigon in Two Days LONDON, August 11.",,356,Newcastle Morning Herald and Miners' Advocate (NSW : 1876 - 1954),13,1938-08-12,Article,132,N,0,https://nla.gov.au/nla.news-article133142764,http://trove.nla.gov.au/newspaper/page/10045836,2
133455602,"SYDNEY TO LONDON IN FOUR DAYS. VANCOUVER, Tuesday.",,652,"The North Western Courier (Narrabri, NSW : 1913 - 1955)",2,1919-01-09,Article,61,N,0,https://nla.gov.au/nla.news-article133455602,http://trove.nla.gov.au/newspaper/page/15307923,4
134257884,London to Sydney in Three Days,,356,Newcastle Morning Herald and Miners' Advocate (NSW : 1876 - 1954),2,1944-09-19,Article,106,N,0,https://nla.gov.au/nla.news-article134257884,http://trove.nla.gov.au/newspaper/page/10083001,3
13455926,"NEWS BY THE MAIL, VIA. SUEZ. The mail per P. and O. steamer Bangalore was delivered in Sydney yesterday morning; 14 days from London. ENGLISH AND FOREIGN AFFAIRS. (FROM OUR OWN CORRESPONDENT.) LONDON, JAN. 30.",n,35,The Sydney Morning Herald (NSW : 1842 - 1954),3,1880-03-16,Article,4020,N,0,https://nla.gov.au/nla.news-article13455926,http://trove.nla.gov.au/newspaper/page/1427109,14
13464031,"NEWS BY THE MAIL. VIA SUEZ. The English mail per R. M. S. Hydaspes was delivered in Sydney yesterday morning, one day in advance of time-table date. ENGLISH AND FOREIGN AFFAIRS. (FROM OUR OWN CORRESPONDENT.) LONDON, JUNE 4.",n,35,The Sydney Morning Herald (NSW : 1842 - 1954),3,1880-07-16,Article,4234,N,0,https://nla.gov.au/nla.news-article13464031,http://trove.nla.gov.au/newspaper/page/1426077,1
135205189,"A New Project. LONDON IN TWENTY-SIX DAYS. SYDNEY, Friday.",,652,"The North Western Courier (Narrabri, NSW : 1913 - 1955)",2,1913-04-18,Article,45,N,0,https://nla.gov.au/nla.news-article135205189,http://trove.nla.gov.au/newspaper/page/15392621,26
